Time: 08:50:23.444651| SYSTEM   | Connect events done
Time: 09:01:44.605329| SENSOR   | Yaw value received: 295.5
Time: 09:01:44.607353| SYSTEM   | Changed compass orientation
Time: 09:01:44.656124| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:44.708601| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:44.759280| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:44.809687| SENSOR   | Servo voile value received: 150.0
Time: 09:01:44.862623| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:44.910485| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:44.965641| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:45.011882| SENSOR   | Servo safran value received: 103.0
Time: 09:01:45.473933| DEBUG    | func: 9| mode: 1| size: 13| data: update (144s)
Time: 09:01:45.516187| LOG      | [INFO]: received: update (144s)
Time: 09:01:45.576487| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:01:45.616669| SENSOR   | Yaw value received: 295.3
Time: 09:01:45.618665| SYSTEM   | Changed compass orientation
Time: 09:01:45.679740| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:45.719741| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:45.782861| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:45.820471| SENSOR   | Servo safran value received: 200.0
Time: 09:01:45.884402| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:45.921151| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:45.986982| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:46.022456| SENSOR   | Servo voile value received: 113.0
Time: 09:01:46.596057| DEBUG    | func: 9| mode: 1| size: 13| data: update (145s)
Time: 09:01:46.626037| LOG      | [INFO]: received: update (145s)
Time: 09:01:46.700183| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:01:46.726748| SENSOR   | Yaw value received: 295.2
Time: 09:01:46.728745| SYSTEM   | Changed compass orientation
Time: 09:01:46.802066| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:46.829837| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:46.906494| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:46.930874| SENSOR   | Servo voile value received: 150.0
Time: 09:01:47.009714| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:47.031656| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:47.113074| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:47.132733| SENSOR   | Servo safran value received: 103.0
Time: 09:01:47.722471| DEBUG    | func: 9| mode: 1| size: 13| data: update (146s)
Time: 09:01:47.736083| LOG      | [INFO]: received: update (146s)
Time: 09:01:47.822865| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:01:47.836795| SENSOR   | Yaw value received: 295.2
Time: 09:01:47.838817| SYSTEM   | Changed compass orientation
Time: 09:01:47.926900| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:47.939947| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:48.030926| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:48.040999| SENSOR   | Servo safran value received: 200.0
Time: 09:01:48.134091| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:48.141535| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:48.236371| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:48.242536| SENSOR   | Servo voile value received: 113.0
Time: 09:01:48.845678| DEBUG    | func: 9| mode: 1| size: 13| data: update (147s)
Time: 09:01:48.847675| LOG      | [INFO]: received: update (147s)
Time: 09:01:48.948999| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:01:49.049081| SENSOR   | Yaw value received: 295.2
Time: 09:01:49.050782| SYSTEM   | Changed compass orientation
Time: 09:01:49.051790| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:49.151728| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:49.152730| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:49.252939| SENSOR   | Servo voile value received: 150.0
Time: 09:01:49.256519| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:49.354471| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:49.358463| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:49.455394| SENSOR   | Servo safran value received: 103.0
Time: 09:01:49.968150| DEBUG    | func: 9| mode: 1| size: 13| data: update (148s)
Time: 09:01:50.059524| LOG      | [INFO]: received: update (148s)
Time: 09:01:50.071742| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:01:50.160735| SENSOR   | Yaw value received: 295.2
Time: 09:01:50.162733| SYSTEM   | Changed compass orientation
Time: 09:01:50.175109| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:50.263949| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:50.278258| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:50.364696| SENSOR   | Servo safran value received: 200.0
Time: 09:01:50.381360| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:50.464850| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:50.482918| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:50.565610| SENSOR   | Servo voile value received: 113.0
Time: 09:01:51.090411| DEBUG    | func: 9| mode: 1| size: 13| data: update (149s)
Time: 09:01:51.169005| LOG      | [INFO]: received: update (149s)
Time: 09:01:51.193625| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:01:51.270911| SENSOR   | Yaw value received: 295.3
Time: 09:01:51.272469| SYSTEM   | Changed compass orientation
Time: 09:01:51.295646| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:51.374038| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:51.398386| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:51.475094| SENSOR   | Servo voile value received: 150.0
Time: 09:01:51.500133| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:51.575897| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:51.603529| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:51.677110| SENSOR   | Servo safran value received: 103.0
Time: 09:01:52.212155| DEBUG    | func: 9| mode: 1| size: 13| data: update (150s)
Time: 09:01:52.281643| LOG      | [INFO]: received: update (150s)
Time: 09:01:52.314245| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:01:52.382654| SENSOR   | Yaw value received: 295.3
Time: 09:01:52.384679| SYSTEM   | Changed compass orientation
Time: 09:01:52.416408| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:52.486015| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:52.518458| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:52.587068| SENSOR   | Servo safran value received: 200.0
Time: 09:01:52.622626| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:52.687746| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:52.725934| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:52.788794| SENSOR   | Servo voile value received: 113.0
Time: 09:01:53.234728| DEBUG    | func: 9| mode: 1| size: 13| data: update (151s)
Time: 09:01:53.292241| LOG      | [INFO]: received: update (151s)
Time: 09:01:53.337565| DEBUG    | func: 6| mode: 1| size: 4| data: 295.3
Time: 09:01:53.393041| SENSOR   | Yaw value received: 295.3
Time: 09:01:53.395039| SYSTEM   | Changed compass orientation
Time: 09:01:53.440900| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:53.496203| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:53.544210| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:53.597925| SENSOR   | Servo voile value received: 150.0
Time: 09:01:53.645864| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:53.698513| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:53.749476| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:53.799168| SENSOR   | Servo safran value received: 103.0
Time: 09:01:54.357762| DEBUG    | func: 9| mode: 1| size: 13| data: update (152s)
Time: 09:01:54.402841| LOG      | [INFO]: received: update (152s)
Time: 09:01:54.460333| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:01:54.503844| SENSOR   | Yaw value received: 295.2
Time: 09:01:54.505413| SYSTEM   | Changed compass orientation
Time: 09:01:54.563476| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:54.606891| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:54.666460| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:54.707909| SENSOR   | Servo safran value received: 200.0
Time: 09:01:54.769390| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:54.808659| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:54.872948| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:54.910019| SENSOR   | Servo voile value received: 113.0
Time: 09:01:55.481903| DEBUG    | func: 9| mode: 1| size: 13| data: update (153s)
Time: 09:01:55.514277| LOG      | [INFO]: received: update (153s)
Time: 09:01:55.584621| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:01:55.614732| SENSOR   | Yaw value received: 295.2
Time: 09:01:55.616683| SYSTEM   | Changed compass orientation
Time: 09:01:55.686585| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:55.717857| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:55.789449| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:55.819101| SENSOR   | Servo voile value received: 150.0
Time: 09:01:55.892915| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:55.920540| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:55.994942| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:56.021568| SENSOR   | Servo safran value received: 103.0
Time: 09:01:56.601691| DEBUG    | func: 9| mode: 1| size: 13| data: update (155s)
Time: 09:01:56.625345| LOG      | [INFO]: received: update (155s)
Time: 09:01:56.703807| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:01:56.726361| SENSOR   | Yaw value received: 295.2
Time: 09:01:56.728361| SYSTEM   | Changed compass orientation
Time: 09:01:56.807772| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:56.829316| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:56.911250| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:56.929909| SENSOR   | Servo safran value received: 200.0
Time: 09:01:57.014009| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:57.030948| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:57.116733| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:57.132022| SENSOR   | Servo voile value received: 113.0
Time: 09:01:57.724671| DEBUG    | func: 9| mode: 1| size: 13| data: update (156s)
Time: 09:01:57.735395| LOG      | [INFO]: received: update (156s)
Time: 09:01:57.827243| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:01:57.836138| SENSOR   | Yaw value received: 295.2
Time: 09:01:57.838164| SYSTEM   | Changed compass orientation
Time: 09:01:57.931047| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:57.939248| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:58.034202| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:58.039905| SENSOR   | Servo voile value received: 150.0
Time: 09:01:58.137372| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:58.140148| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:58.240636| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:58.341496| SENSOR   | Servo safran value received: 103.0
Time: 09:01:58.849286| DEBUG    | func: 9| mode: 1| size: 13| data: update (157s)
Time: 09:01:58.945242| LOG      | [INFO]: received: update (157s)
Time: 09:01:58.951635| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:01:59.046296| SENSOR   | Yaw value received: 295.2
Time: 09:01:59.048293| SYSTEM   | Changed compass orientation
Time: 09:01:59.056051| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:59.149212| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:59.159101| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:59.250235| SENSOR   | Servo safran value received: 200.0
Time: 09:01:59.262262| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:59.350845| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:59.364536| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:59.451498| SENSOR   | Servo voile value received: 113.0
Time: 09:01:59.883077| DEBUG    | func: 9| mode: 1| size: 13| data: update (158s)
Time: 09:01:59.954122| LOG      | [INFO]: received: update (158s)
Time: 09:01:59.985167| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:00.054646| SENSOR   | Yaw value received: 295.2
Time: 09:02:00.056613| SYSTEM   | Changed compass orientation
Time: 09:02:00.088877| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:00.157672| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:00.192016| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:00.258518| SENSOR   | Servo voile value received: 150.0
Time: 09:02:00.294020| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:00.359626| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:00.395133| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:00.460089| SENSOR   | Servo safran value received: 103.0
Time: 09:02:01.005812| DEBUG    | func: 9| mode: 1| size: 13| data: update (159s)
Time: 09:02:01.063878| LOG      | [INFO]: received: update (159s)
Time: 09:02:01.108998| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:01.164358| SENSOR   | Yaw value received: 295.2
Time: 09:02:01.166355| SYSTEM   | Changed compass orientation
Time: 09:02:01.210844| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:01.267598| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:01.313860| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:01.368307| SENSOR   | Servo safran value received: 200.0
Time: 09:02:01.416179| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:01.469105| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:01.518529| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:01.570564| SENSOR   | Servo voile value received: 113.0
Time: 09:02:02.129164| DEBUG    | func: 9| mode: 1| size: 13| data: update (160s)
Time: 09:02:02.173788| LOG      | [INFO]: received: update (160s)
Time: 09:02:02.231854| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:02.274689| SENSOR   | Yaw value received: 295.2
Time: 09:02:02.276687| SYSTEM   | Changed compass orientation
Time: 09:02:02.334380| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:02.377625| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:02.436552| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:02.478642| SENSOR   | Servo voile value received: 150.0
Time: 09:02:02.539590| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:02.579411| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:02.642200| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:02:02.680488| SENSOR   | Servo safran value received: 103.0
Time: 09:02:03.251782| DEBUG    | func: 9| mode: 1| size: 13| data: update (161s)
Time: 09:02:03.283403| LOG      | [INFO]: received: update (161s)
Time: 09:02:03.354284| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:03.384443| SENSOR   | Yaw value received: 295.2
Time: 09:02:03.386441| SYSTEM   | Changed compass orientation
Time: 09:02:03.457975| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:02:03.487833| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:02:03.560590| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:02:03.588935| SENSOR   | Servo safran value received: 200.0
Time: 09:02:03.663648| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:02:03.689716| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:02:03.766920| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:02:03.790801| SENSOR   | Servo voile value received: 113.0
Time: 09:02:04.376396| DEBUG    | func: 9| mode: 1| size: 13| data: update (162s)
Time: 09:02:04.395000| LOG      | [INFO]: received: update (162s)
Time: 09:02:04.479371| DEBUG    | func: 6| mode: 1| size: 4| data: 295.2
Time: 09:02:04.496570| SENSOR   | Yaw value received: 295.2
Time: 09:02:04.498193| SYSTEM   | Changed compass orientation
Time: 09:02:04.582632| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:02:04.599587| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:02:04.684781| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:02:04.700461| SENSOR   | Servo voile value received: 150.0
Time: 09:02:04.787659| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:02:04.801211| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:02:04.890826| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
